"order_id","amazon_id","flipkart_id","myntra_id","gender","location","product_category","quantity","coupan_status","ofline_spend","coupan_code","region","country","item_type","sales_channel","name","product","m_price","color","m_brand","category","f_price","stock_qty","f_ratings","f_brand","f_seller"
1668,"A-1668","F_1668","M-1668","F","New York","Office","21","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",2599,"Grey","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1669,"A-1669","F_1669","M-1669","F","California","Office","21","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Navy Blue Cotton Skinny Fit Slash Knee Stretchable Jeans","Jeans",1690,"Navy Blue","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1670,"A-1670","F_1670","M-1670","F","California","Office","5","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Green Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1199,"Olive","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1671,"A-1671","F_1671","M-1671","F","California","Office","41","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Olive Green Slim Fit Jeans","Jeans",1399,"Olive","People",NULL,NULL,NULL,NULL,NULL,NULL
1672,"A-1672","F_1672","M-1672","F","California","Office","5","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Tokyo Talkies Women Green Jogger Stretchable Jeans","Jeans, Jogger",2099,"Green","Tokyo Talkies",NULL,NULL,NULL,NULL,NULL,NULL
1673,"A-1673","F_1673","M-1673","F","California","Office","2","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Hubberholme Women Black Slim Fit Mid-Rise Low Distress Stretchable Jeans","Jeans",1699,"Black","Hubberholme",NULL,NULL,NULL,NULL,NULL,NULL
1674,"A-1674","F_1674","M-1674","F","California","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Black Slim Fit High-Rise Stretchable Jeans","Jeans",1899,"Black","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1675,"A-1675","F_1675","M-1675","F","California","Office","1","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"STREET 9 Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1999,"Blue","STREET 9",NULL,NULL,NULL,NULL,NULL,NULL
1676,"A-1676","F_1676","M-1676","F","New York","Office","1","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"SASSAFRAS Women Blue Slim Fit Mid-Rise Clean Look Jeans","Jeans",2099,"Blue","SASSAFRAS",NULL,NULL,NULL,NULL,NULL,NULL
1677,"A-1677","F_1677","M-1677","M","California","Office","1","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans","Jeans",1899,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1678,"A-1678","F_1678","M-1678","M","Chicago","Office","155","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Blue Slim Fit Jeans","Jeans",999,"Blue","People",NULL,NULL,NULL,NULL,NULL,NULL
1679,"A-1679","F_1679","M-1679","M","Chicago","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Kook N Keech Women Black Super Skinny Fit Printed Detail Stretchable Jeans","Jeans",1999,"Black","Kook N Keech",NULL,NULL,NULL,NULL,NULL,NULL
1680,"A-1680","F_1680","M-1680","M","Chicago","Office","113","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Blue Tapered Fit Jeans","Jeans",999,"Blue","People",NULL,NULL,NULL,NULL,NULL,NULL
1681,"A-1681","F_1681","M-1681","M","Chicago","Office","6","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Mast & Harbour Women Blue Skinny Fit High-Rise Clean Look Printed Detail Stretchable Jeans","Jeans",1699,"Blue","Mast & Harbour",NULL,NULL,NULL,NULL,NULL,NULL
1682,"A-1682","F_1682","M-1682","M","Chicago","Office","10","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Tokyo Talkies Women Blue Skinny Fit Printed High-Rise Clean Look Cropped Stretchable Jeans","Jeans",1699,"Blue","Tokyo Talkies",NULL,NULL,NULL,NULL,NULL,NULL
1683,"A-1683","F_1683","M-1683","M","Chicago","Office","5","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Red Slash Knee Wide Leg Jeans","Jeans",2190,"Red","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1684,"A-1684","F_1684","M-1684","F","Chicago","Office","4","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Navy Blue Simplicity Flare Leg Jeans","Jeans",1890,"Navy Blue","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1685,"A-1685","F_1685","M-1685","F","Chicago","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"ZOLA Women Blue Pencil-Fit Cropped Jeans","Jeans",3525,"Blue","ZOLA",NULL,NULL,NULL,NULL,NULL,NULL
1686,"A-1686","F_1686","M-1686","F","Chicago","Office","1","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"ZOLA Women Blue Slim Fit  Jeans","Jeans",3525,"Blue","ZOLA",NULL,NULL,NULL,NULL,NULL,NULL
1687,"A-1687","F_1687","M-1687","F","Chicago","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Miss Chase Women Black Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",2349,"Black","Miss Chase",NULL,NULL,NULL,NULL,NULL,NULL
1688,"A-1688","F_1688","M-1688","F","Chicago","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women Black Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",2299,"Black","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1689,"A-1689","F_1689","M-1689","F","Chicago","Office","12","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Miss Chase Women Blue Relaxed Fit Mid-Rise Clean Look Stretchable Jogger","Jogger",2849,"Blue","Miss Chase",NULL,NULL,NULL,NULL,NULL,NULL
1690,"A-1690","F_1690","M-1690","F","Chicago","Office","52","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",2299,"Blue","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1691,"A-1691","F_1691","M-1691","F","Chicago","Office","52","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Miss Chase Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",2299,"Blue","Miss Chase",NULL,NULL,NULL,NULL,NULL,NULL
1692,"A-1692","F_1692","M-1692","F","Chicago","Office","52","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"ZOLA Women Black Skinny Fit Light Fade Jeans","Jeans",2850,"Black","ZOLA",NULL,NULL,NULL,NULL,NULL,NULL
1693,"A-1693","F_1693","M-1693","F","California","Office","12","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"ZHEIA Women Blue Skinny Fit Mid-Rise Mildly Distressed Jeans","Jeans",2299,"Blue","ZHEIA",NULL,NULL,NULL,NULL,NULL,NULL
1694,"A-1694","F_1694","M-1694","F","Chicago","Office","52","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women White Skinny Fit High-Rise Stretchable Jeans","Jeans",2595,"White","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1695,"A-1695","F_1695","M-1695","F","Chicago","Office","52","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Blue Light Fade Two Tone Straight Leg Jeans","Jeans",1990,"Blue","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1696,"A-1696","F_1696","M-1696","F","Chicago","Office","1","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",1299,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1697,"A-1697","F_1697","M-1697","F","Chicago","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Bootcut Light Fade Jeans","Jeans",1999,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1698,"A-1698","F_1698","M-1698","F","Chicago","Office","2","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",999,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1699,"A-1699","F_1699","M-1699","F","Chicago","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Black Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1149,"Black","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1700,"A-1700","F_1700","M-1700","F","New York","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Grey Skinny Fit High-Rise Heavy Fade Stretchable Jeans","Jeans",1299,"Grey","People",NULL,NULL,NULL,NULL,NULL,NULL
1701,"A-1701","F_1701","M-1701","F","New York","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Grey Boyfriend Fit High-Rise Jeans","Jeans",1999,"Grey","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1702,"A-1702","F_1702","M-1702","F","New York","Office","1","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Brown Boyfriend Fit High-Rise Jeans","Jeans",1999,"Brown","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1703,"A-1703","F_1703","M-1703","F","New York","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Blue Relaxed Fit High-Rise Cotton Jeans","Jeans",1099,"Blue","People",NULL,NULL,NULL,NULL,NULL,NULL
1704,"A-1704","F_1704","M-1704","M","Chicago","Office","67","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"abof Women Blue Slim Fit Stretchable Jeans","Jeans",1499,"Blue","abof",NULL,NULL,NULL,NULL,NULL,NULL
1705,"A-1705","F_1705","M-1705","F","California","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"abof Women Blue Slim Fit Stretchable Jeans","Jeans",1499,"Blue","abof",NULL,NULL,NULL,NULL,NULL,NULL
1706,"A-1706","F_1706","M-1706","F","California","Office","1","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Nifty Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",1699,"Blue","Nifty",NULL,NULL,NULL,NULL,NULL,NULL
1707,"A-1707","F_1707","M-1707","F","California","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women Navy Blue Jogger Mid-Rise Clean Look Stretchable Joggers","Jogger, Mid-Rise, Clean Look, Stretchable Joggers",2549,"Navy Blue","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1708,"A-1708","F_1708","M-1708","F","California","Office","41","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1249,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1709,"A-1709","F_1709","M-1709","F","California","Office","31","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Pepe Jeans Navy Frisky Fit Jeans","Jeans",2599,"Navy Blue","Pepe Jeans",NULL,NULL,NULL,NULL,NULL,NULL
1710,"A-1710","F_1710","M-1710","F","California","Office","21","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"KASSUALLY Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1799,"Blue","KASSUALLY",NULL,NULL,NULL,NULL,NULL,NULL
1711,"A-1711","F_1711","M-1711","F","California","Office","41","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Belliskey Women Black Super Skinny Fit High-Rise Clean Look Jeans","Jeans",2399,"Black","Belliskey",NULL,NULL,NULL,NULL,NULL,NULL
1712,"A-1712","F_1712","M-1712","F","California","Office","18","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Grey Slim Fit High-Rise Clean Look Jeans","Jeans",1199,"Grey","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1713,"A-1713","F_1713","M-1713","F","California","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women Navy Blue Skinny Fit Stretchable Denim Jeans","Jeans",2799,"Navy Blue","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1714,"A-1714","F_1714","M-1714","F","Chicago","Office","2","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Bootcut Mid-Rise Clean Look Stretchable Jeans","Jeans",1399,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1715,"A-1715","F_1715","M-1715","F","California","Office","5","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"Cherokee Women Blue Slim Fit Mid-Rise Clean Look Jeans","Jeans",899,"Blue","Cherokee",NULL,NULL,NULL,NULL,NULL,NULL
1716,"A-1716","F_1716","M-1716","F","California","Office","52","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Pepe Jeans Women Blue Skinny Fit Jeans","Jeans",2399,"Blue","Pepe Jeans",NULL,NULL,NULL,NULL,NULL,NULL
1717,"A-1717","F_1717","M-1717","F","Chicago","Office","52","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Relaxed Fit High-Rise Heavy Fade Jeans","Jeans",2199,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1718,"A-1718","F_1718","M-1718","F","Chicago","Office","2","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Jeans","Jeans",2399,"Navy Blue","DOLCE CRUDO",NULL,NULL,NULL,NULL,NULL,NULL
1719,"A-1719","F_1719","M-1719","F","Chicago","Office","1","Clicked",3000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Bootcut High-Rise Light Fade Jeans","Jeans",2299,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1720,"A-1720","F_1720","M-1720","M","New York","Office","4","Used",3000,"OFF10",NULL,NULL,NULL,NULL,"People Women Blue Skinny Fit High-Rise Jeans","Jeans",1399,"Blue","People",NULL,NULL,NULL,NULL,NULL,NULL
1721,"A-1721","F_1721","M-1721","F","Washington DC","Office","1","Not Used",3000,"OFF10",NULL,NULL,NULL,NULL,"Cherokee Women Blue Light Fade Mid Rise Stone Wash Jeans","Jeans",2399,"Blue","Cherokee",NULL,NULL,NULL,NULL,NULL,NULL
1722,"A-1722","F_1722","M-1722","F","Washington DC","Office","10","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Cherokee Women Blue Light Fade Jeans","Jeans",1799,"Blue","Cherokee",NULL,NULL,NULL,NULL,NULL,NULL
1723,"A-1723","F_1723","M-1723","M","Chicago","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"bebe Women Charcoal Grey Solid Stretchable Jeans","Jeans",3099,"Charcoal","bebe",NULL,NULL,NULL,NULL,NULL,NULL
1724,"A-1724","F_1724","M-1724","M","Chicago","Office","2","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"KASSUALLY Women Charcoal Wide Leg High-Rise Embroidered Stretchable Jeans","Jeans",2499,"Charcoal","KASSUALLY",NULL,NULL,NULL,NULL,NULL,NULL
1725,"A-1725","F_1725","M-1725","M","Chicago","Office","2","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Miss Chase Women Black Skinny Fit High-Rise Clean Look Jeans","Jeans",1899,"Black","Miss Chase",NULL,NULL,NULL,NULL,NULL,NULL
1726,"A-1726","F_1726","M-1726","M","New Jersey","Office","3","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",2299,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1727,"A-1727","F_1727","M-1727","M","New Jersey","Office","1","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"High Star Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",1999,"Blue","High Star",NULL,NULL,NULL,NULL,NULL,NULL
1728,"A-1728","F_1728","M-1728","M","New Jersey","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Mode by Red Tape Women Navy Blue Skinny Fit Mid-Rise Clean Look Jeans","Jeans",4499,"Navy Blue","Mode by Red Tape",NULL,NULL,NULL,NULL,NULL,NULL
1729,"A-1729","F_1729","M-1729","M","New Jersey","Office","2","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"SCORPIUS Women Blue Slim Fit Low-Rise Mildly Distressed Stretchable Jeans","Jeans",2299,"Blue","SCORPIUS",NULL,NULL,NULL,NULL,NULL,NULL
1730,"A-1730","F_1730","M-1730","M","New Jersey","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Miss Chase Women Blue Skinny Fit High-Rise Mildly Distressed Jeans","Jeans",2199,"Blue","Miss Chase",NULL,NULL,NULL,NULL,NULL,NULL
1731,"A-1731","F_1731","M-1731","M","New Jersey","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Blue Solid Ripped Cotton Mid Rise Jeans","Jeans",2290,"Blue","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1732,"A-1732","F_1732","M-1732","M","New Jersey","Office","3","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"URBANIC Women Navy Blue Striped Straight Fit Jeans","Jeans",2090,"Navy Blue","URBANIC",NULL,NULL,NULL,NULL,NULL,NULL
1733,"A-1733","F_1733","M-1733","M","Chicago","Office","1","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Park Avenue Women Black Power Skinny Fit Mid-Rise Clean Look Stretchable Jeans","Jeans",1899,"Black","Park Avenue",NULL,NULL,NULL,NULL,NULL,NULL
1734,"A-1734","F_1734","M-1734","M","Chicago","Office","1","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Pepe Jeans Grey Frisky Fit Jeans","Jeans",2399,"Grey","Pepe Jeans",NULL,NULL,NULL,NULL,NULL,NULL
1735,"A-1735","F_1735","M-1735","M","Chicago","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Narrow Wide Leg High-Rise Clean Look Stretchable Jeans","Jeans",2299,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1736,"A-1736","F_1736","M-1736","M","Chicago","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Chemistry Women Grey Solid High-Rise Slouchy Fit Clean Look Stretchable Jeans","Jeans",2199,"Grey","Chemistry",NULL,NULL,NULL,NULL,NULL,NULL
1737,"A-1737","F_1737","M-1737","M","Chicago","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Levis Women Navy Blue Super Skinny Fit Stretchable Jeans 710","Jeans",1999,"Navy Blue","Levis",NULL,NULL,NULL,NULL,NULL,NULL
1738,"A-1738","F_1738","M-1738","F","California","Office","10","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"H&M Women Blue Flared High Ankle Jeans","Jeans",2299,"Blue","H&M",NULL,NULL,NULL,NULL,NULL,NULL
1739,"A-1739","F_1739","M-1739","F","California","Office","10","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"DressBerry Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans","Jeans",1899,"Blue","DressBerry",NULL,NULL,NULL,NULL,NULL,NULL
1740,"A-1740","F_1740","M-1740","F","New York","Office","21","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Mast & Harbour Women Black Flared Stretchable Jeans","Jeans",1999,"Black","Mast & Harbour",NULL,NULL,NULL,NULL,NULL,NULL
1741,"A-1741","F_1741","M-1741","F","New York","Office","10","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Tokyo Talkies Women Black Slim Fit High-Rise Clean Look Stretchable Jeans","Jeans",1699,"Black","Tokyo Talkies",NULL,NULL,NULL,NULL,NULL,NULL
1742,"A-1742","F_1742","M-1742","M","Washington DC","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"H&M Women Blue Straight High Jeans","Jeans",2299,"Blue","H&M",NULL,NULL,NULL,NULL,NULL,NULL
1743,"A-1743","F_1743","M-1743","M","Washington DC","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"all about you Women Blue Straight Fit High-Rise Clean Look Stretchable Cropped Jeans","Jeans",1999,"Blue","all about you",NULL,NULL,NULL,NULL,NULL,NULL
1744,"A-1744","F_1744","M-1744","M","Washington DC","Office","1","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Navy Blue Flared Fit High-Rise Clean Look Stretchable Jeans","Jeans",2499,"Navy Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1745,"A-1745","F_1745","M-1745","M","Washington DC","Office","8","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Levis Women Blue 711 Skinny Fit Light Fade Stretchable Jeans","Jeans",2599,"Blue","Levis",NULL,NULL,NULL,NULL,NULL,NULL
1746,"A-1746","F_1746","M-1746","M","Washington DC","Office","7","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"ether Women Blue Skinny Fit Low Distress Light Fade Stretchable Jeans","Jeans",1899,"Blue","ether",NULL,NULL,NULL,NULL,NULL,NULL
1747,"A-1747","F_1747","M-1747","M","Washington DC","Office","2","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Black Boyfriend Fit Mid Rise Clean Look Stretchable Jeans","Jeans",2699,"Black","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1748,"A-1748","F_1748","M-1748","M","Washington DC","Office","31","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"all about you Women Navy Blue Slim Fit Stretchable Jeans","Jeans",1699,"Navy Blue","all about you",NULL,NULL,NULL,NULL,NULL,NULL
1749,"A-1749","F_1749","M-1749","M","Washington DC","Office","5","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Stunning Blue High-Rise Jogger Cropped Stretchable Jeans","Jeans, Jogger",1999,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1750,"A-1750","F_1750","M-1750","M","Washington DC","Office","5","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Moda Rapido Women Blue Regular Fit Mid-Rise Mildly Distressed Jeans","Jeans",2299,"Blue","Moda Rapido",NULL,NULL,NULL,NULL,NULL,NULL
1751,"A-1751","F_1751","M-1751","M","Washington DC","Office","5","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Levis Women Blue 501 Straight Fit High-Rise Clean Look Jeans","Jeans",4599,"Blue","Levis",NULL,NULL,NULL,NULL,NULL,NULL
1752,"A-1752","F_1752","M-1752","M","Washington DC","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Flared Mildly Distressed Light Fade Jeans","Jeans",2399,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1753,"A-1753","F_1753","M-1753","M","New Jersey","Office","113","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Tokyo Talkies Women Blue Flared High-Rise Clean Look Jeans","Jeans",1899,"Blue","Tokyo Talkies",NULL,NULL,NULL,NULL,NULL,NULL
1754,"A-1754","F_1754","M-1754","M","New Jersey","Office","113","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Wide Leg High-Rise Mildly Distressed Stretchable Jeans","Jeans",2399,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1755,"A-1755","F_1755","M-1755","M","Chicago","Office","1","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Wide Leg Stretchable Jeans","Jeans",2299,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1756,"A-1756","F_1756","M-1756","M","Chicago","Office","2","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"MANGO Women Black Slim Fit Stretchable Cropped Jeans","Jeans",3590,"Black","MANGO",NULL,NULL,NULL,NULL,NULL,NULL
1757,"A-1757","F_1757","M-1757","M","Chicago","Office","2","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Straight Fit Mid-Rise Clean Look Stretchable Cropped Jeans","Jeans",2099,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1758,"A-1758","F_1758","M-1758","M","Chicago","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Mast & Harbour Women Blue Straight Fit Stretchable Jeans","Jeans",1999,"Blue","Mast & Harbour",NULL,NULL,NULL,NULL,NULL,NULL
1759,"A-1759","F_1759","M-1759","F","California","Office","3","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"MANGO Women Blue Straight Fit Pure Cotton High-Rise Colourblocked Jeans","Jeans",3790,"Blue","MANGO",NULL,NULL,NULL,NULL,NULL,NULL
1760,"A-1760","F_1760","M-1760","F","California","Office","5","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Moda Rapido Women Blue Flared High-Rise Heavy Fade Stretchable Jeans","Jeans",2799,"Blue","Moda Rapido",NULL,NULL,NULL,NULL,NULL,NULL
1761,"A-1761","F_1761","M-1761","F","California","Office","5","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Grey Skinny Fit Mid-Rise Low Distress Stretchable Jeans","Jeans",2499,"Grey","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1762,"A-1762","F_1762","M-1762","F","California","Office","10","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Tokyo Talkies Women Grey Wide Leg High-Rise Low Distress Heavy Fade Stretchable Jeans","Jeans",1699,"Grey","Tokyo Talkies",NULL,NULL,NULL,NULL,NULL,NULL
1763,"A-1763","F_1763","M-1763","F","California","Office","10","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Chemistry Women Grey Wide Leg Stretchable Jeans","Jeans",2499,"Grey","Chemistry",NULL,NULL,NULL,NULL,NULL,NULL
1764,"A-1764","F_1764","M-1764","M","California","Office","155","Not Used",1000,"OFF10",NULL,NULL,NULL,NULL,"The Roadster Lifestyle Co Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans","Jeans",2199,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1765,"A-1765","F_1765","M-1765","M","California","Office","15","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"The Roadster Lifestyle Co Women Blue Super Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans","Jeans",1399,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1766,"A-1766","F_1766","M-1766","M","California","Office","6","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"DressBerry Women Black Skinny Fit High-Rise Stretchable Jeans","Jeans",2199,"Black","DressBerry",NULL,NULL,NULL,NULL,NULL,NULL
1767,"A-1767","F_1767","M-1767","M","California","Office","6","Used",1000,"OFF10",NULL,NULL,NULL,NULL,"Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans","Jeans",1699,"Blue","Roadster",NULL,NULL,NULL,NULL,NULL,NULL
1768,"A-1768","F_1768","M-1768","M","California","Office","1","Clicked",1000,"OFF10",NULL,NULL,NULL,NULL,"Harvard Women Charcoal Grey Skinny Fit Low Distress Light Fade Jeans","Jeans",1898,"Charcoal","Harvard",NULL,NULL,NULL,NULL,NULL,NULL
